id_anonymisé;sexe;usage_vehicule;type_vehicule;est_rouge;points_perdus;age_vehicule;type_conduite;date_demande;formule; âge;enfants;enfants_conduite_accompagne;revenus ;tranche-devis
ID_559;F;Commercial;Panel Truck;yes;0;0;Highly Urban/ Urban;18/05/2022 18:08;dev_integral;67;non;non;[0, 20k€]; [900+€]
ID_560;M;Private;Pickup;yes;4;1.0;Highly Urban/ Urban;02/04/2022 09:07;dev_integral;90;non;non;[0, 20k€]; [900+€]
ID_561;M;Private;Minivan;yes;0;19.0;Highly Urban/ Urban;09/03/2022 14:39;dev_express;3;non;non;[40k€+]; [200-300€]
ID_562;M;Private;Sports Car;no;0;10.0;Highly Urban/ Urban;13/04/2022 11:26;dev_integral;19;non;non;[0, 20k€]; [900+€]
ID_563;M;Commercial;Van;yes;3;18.0;Highly Urban/ Urban;14/03/2022 13:17;dev_integral;35;non;non;[40k€+]; [900+€]
ID_564;M;Private;Minivan;no;1;10.0;Highly Urban/ Urban;12/05/2022 14:47;dev_express;53;oui;non;[20k€, 40k€]; [200-300€]
ID_565;F;Private;Van;no;0;1.0;Highly Urban/ Urban;01/01/2022 20:24;dev_integral;25;oui;non;[0, 20k€]; [200-300€]
ID_566;M;Private;z_SUV;no;4;16.0;Highly Urban/ Urban;25/05/2022 20:36;dev_express;26;oui;oui;[40k€+]; [200-300€]
ID_567;F;Private;z_SUV;no;0;9.0;Highly Urban/ Urban;16/05/2022 05:07;dev_express;57;non;non;[0, 20k€]; [200-300€]
ID_568;M;Private;Pickup;no;1;7.0;Highly Urban/ Urban;27/02/2022 02:15;dev_integral;15;oui;oui;[0, 20k€]; [900+€]
ID_569;F;Private;Pickup;no;0;15.0;Highly Urban/ Urban;09/03/2022 09:41;dev_integral;86;non;non;[40k€+]; [200-300€]
ID_570;M;Private;z_SUV;no;4;13.0;Highly Urban/ Urban;31/05/2022 15:49;dev_express;32;non;non;[40k€+]; [200-300€]
ID_571;F;Private;Minivan;no;0;14.0;Highly Urban/ Urban;02/03/2022 14:10;dev_premium;63;non;non;[40k€+]; [900+€]
ID_572;F;Commercial;Panel Truck;yes;0;24.0;Highly Urban/ Urban;24/04/2022 21:41;dev_premium;22;oui;non;[40k€+]; [500-800€]
ID_573;F;Commercial;Pickup;no;3;10.0;Highly Urban/ Urban;21/01/2022 07:59;dev_express;68;non;non;[0, 20k€]; [200-300€]
ID_574;F;Private;z_SUV;no;4;13.0;Highly Urban/ Urban;07/03/2022 19:35;dev_express;73;non;non;[40k€+]; [200-300€]
ID_575;F;Private;Pickup;yes;0;17.0;z_Highly Rural/ Rural;31/05/2022 11:14;dev_express;9;non;non;[0, 20k€]; [200-300€]
ID_576;M;Commercial;Van;yes;4;8.0;Highly Urban/ Urban;13/05/2022 02:36;dev_integral;85;oui;non;[40k€+]; [200-300€]
ID_577;F;Private;Pickup;yes;0;15.0;Highly Urban/ Urban;23/05/2022 03:01;dev_integral;65;non;non;[40k€+]; [200-300€]
ID_578;M;Commercial;Minivan;no;1;10.0;Highly Urban/ Urban;11/05/2022 03:02;dev_express;18;non;non;[0, 20k€]; [200-300€]
ID_579;M;Private;Minivan;yes;3;1.0;Highly Urban/ Urban;05/04/2022 00:02;dev_integral;58;non;non;[0, 20k€]; [900+€]
ID_580;M;Private;z_SUV;no;8;1.0;Highly Urban/ Urban;27/05/2022 18:51;dev_integral;46;non;non;[40k€+]; [900+€]
ID_581;M;Private;Minivan;yes;2;1.0;Highly Urban/ Urban;20/04/2022 23:17;dev_premium;56;oui;non;[20k€, 40k€]; [900+€]
ID_582;M;Commercial;Panel Truck;yes;0;10.0;Highly Urban/ Urban;25/01/2022 19:36;dev_express;51;oui;non;[0, 20k€]; [200-300€]
ID_583;M;Private;Minivan;yes;1;13.0;Highly Urban/ Urban;08/04/2022 01:19;dev_express;55;oui;non;[40k€+]; [200-300€]
ID_584;M;Private;Minivan;yes;0;7.0;z_Highly Rural/ Rural;18/02/2022 12:19;dev_integral;90;non;non;[0, 20k€]; [900+€]
ID_585;F;Commercial;Minivan;no;0;0;Highly Urban/ Urban;12/01/2022 18:29;dev_integral;39;non;non;[40k€+]; [900+€]
ID_586;M;Private;Sports Car;no;2;1.0;Highly Urban/ Urban;10/01/2022 15:03;dev_integral;89;non;non;[0, 20k€]; [900+€]
ID_587;M;Private;z_SUV;no;1;5.0;Highly Urban/ Urban;10/05/2022 11:42;dev_premium;93;oui;oui;[40k€+]; [900+€]
ID_588;M;Private;z_SUV;no;0;10.0;z_Highly Rural/ Rural;23/03/2022 10:29;dev_premium;88;oui;non;[0, 20k€]; [900+€]
ID_589;M;Private;z_SUV;no;5;3.0;Highly Urban/ Urban;19/02/2022 03:28;dev_integral;63;non;non;[0, 20k€]; [200-300€]
ID_590;M;Private;z_SUV;no;0;1.0;z_Highly Rural/ Rural;27/04/2022 20:44;dev_express;38;oui;oui;[0, 20k€]; [200-300€]
ID_591;F;Private;Pickup;yes;0;1.0;Highly Urban/ Urban;23/04/2022 04:43;dev_express;79;non;non;[20k€, 40k€]; [200-300€]
ID_592;F;Commercial;Panel Truck;yes;5;10.0;Highly Urban/ Urban;21/05/2022 08:25;dev_integral;51;non;non;[40k€+]; [900+€]
ID_593;M;Private;Van;yes;6;0;Highly Urban/ Urban;06/01/2022 08:39;dev_express;7;non;non;[40k€+]; [200-300€]
ID_594;M;Private;z_SUV;no;0;14.0;Highly Urban/ Urban;08/04/2022 00:39;dev_integral;5;oui;non;[40k€+]; [900+€]
ID_595;F;Private;z_SUV;no;0;6.0;Highly Urban/ Urban;25/04/2022 11:54;dev_integral;83;non;non;[40k€+]; [900+€]
ID_596;M;Private;Sports Car;no;1;19.0;Highly Urban/ Urban;09/01/2022 11:28;dev_express;86;non;non;[40k€+]; [200-300€]
ID_597;M;Private;Minivan;yes;2;6.0;z_Highly Rural/ Rural;05/02/2022 05:34;dev_integral;42;non;non;[0, 20k€]; [900+€]
ID_598;M;Private;Minivan;yes;2;14.0;Highly Urban/ Urban;01/03/2022 11:59;dev_integral;90;non;non;[40k€+]; [200-300€]
ID_599;M;Private;Sports Car;no;2;20.0;z_Highly Rural/ Rural;14/02/2022 22:46;dev_premium;65;non;non;[0, 20k€]; [900+€]
ID_600;F;Commercial;Pickup;yes;7;7.0;Highly Urban/ Urban;13/02/2022 06:18;dev_integral;31;oui;non;[40k€+]; [200-300€]
ID_601;M;Commercial;Pickup;yes;2;1.0;z_Highly Rural/ Rural;11/03/2022 21:23;dev_premium;58;oui;oui;[0, 20k€]; [900+€]
ID_602;M;Commercial;z_SUV;no;1;13.0;Highly Urban/ Urban;12/01/2022 21:51;dev_express;60;oui;oui;[40k€+]; [200-300€]
ID_603;F;Private;Minivan;no;0;13.0;Highly Urban/ Urban;10/03/2022 05:03;dev_integral;62;oui;oui;[0, 20k€]; [900+€]
ID_604;M;Commercial;Panel Truck;yes;0;6.0;Highly Urban/ Urban;10/05/2022 21:14;dev_express;66;non;non;[40k€+]; [200-300€]
ID_605;F;Commercial;z_SUV;no;3;1.0;Highly Urban/ Urban;11/01/2022 06:26;dev_premium;11;non;non;[40k€+]; [900+€]
ID_606;M;Private;Sports Car;no;0;7.0;z_Highly Rural/ Rural;05/05/2022 14:13;dev_premium;33;non;non;[0, 20k€]; [900+€]
ID_607;F;Private;Minivan;yes;1;15.0;Highly Urban/ Urban;21/02/2022 10:07;dev_integral;59;oui;non;[40k€+]; [900+€]
ID_608;M;Commercial;Van;yes;0;13.0;Highly Urban/ Urban;07/04/2022 18:39;dev_premium;54;non;non;[40k€+]; [900+€]
ID_609;M;Commercial;Minivan;no;2;7.0;Highly Urban/ Urban;07/02/2022 05:05;dev_integral;71;non;non;[40k€+]; [200-300€]
ID_610;F;Commercial;z_SUV;no;0;7.0;z_Highly Rural/ Rural;28/05/2022 05:50;dev_express;6;oui;non;[20k€, 40k€]; [200-300€]
ID_611;M;Private;Minivan;no;0;7.0;Highly Urban/ Urban;03/03/2022 11:24;dev_integral;65;non;non;[40k€+]; [900+€]
ID_612;M;Private;Minivan;yes;0;16.0;Highly Urban/ Urban;07/02/2022 03:36;dev_integral;24;oui;non;[40k€+]; [900+€]
ID_613;F;Private;z_SUV;no;0;15.0;z_Highly Rural/ Rural;07/01/2022 05:37;dev_premium;37;non;non;[40k€+]; [900+€]
ID_614;M;Commercial;Minivan;no;0;7.0;Highly Urban/ Urban;26/02/2022 03:44;dev_premium;7;non;non;[20k€, 40k€]; [900+€]
ID_615;M;Private;Van;yes;0;18.0;Highly Urban/ Urban;07/04/2022 19:50;dev_integral;17;non;non;[40k€+]; [900+€]
ID_616;F;Private;Sports Car;no;4;21.0;Highly Urban/ Urban;22/03/2022 11:12;dev_express;73;non;non;[40k€+]; [200-300€]
ID_617;F;Private;z_SUV;no;1;13.0;z_Highly Rural/ Rural;12/01/2022 10:58;dev_integral;14;non;non;[40k€+]; [900+€]
ID_618;M;Private;Sports Car;no;0;11.0;Highly Urban/ Urban;10/03/2022 08:37;dev_integral;56;oui;oui;[20k€, 40k€]; [900+€]
ID_619;F;Commercial;Sports Car;no;2;0;Highly Urban/ Urban;11/02/2022 07:56;dev_integral;7;non;non;[40k€+]; [200-300€]
ID_620;F;Private;Minivan;yes;2;0;z_Highly Rural/ Rural;17/04/2022 04:32;dev_express;31;non;non;[40k€+]; [200-300€]
ID_621;M;Private;Minivan;yes;3;5.0;Highly Urban/ Urban;20/05/2022 14:45;dev_integral;71;oui;non;[0, 20k€]; [900+€]
ID_622;F;Commercial;Panel Truck;yes;0;17.0;z_Highly Rural/ Rural;08/01/2022 16:09;dev_express;20;non;non;[40k€+]; [200-300€]
ID_623;M;Private;Sports Car;no;3;14.0;Highly Urban/ Urban;14/03/2022 14:20;dev_express;20;non;non;[40k€+]; [200-300€]
ID_624;M;Private;Pickup;no;0;10.0;Highly Urban/ Urban;23/05/2022 23:35;dev_integral;22;non;non;[40k€+]; [200-300€]
ID_625;M;Commercial;Sports Car;no;1;11.0;Highly Urban/ Urban;09/04/2022 21:55;dev_integral;20;non;non;[40k€+]; [900+€]
ID_626;M;Private;Van;no;0;18.0;Highly Urban/ Urban;28/04/2022 17:36;dev_integral;19;non;non;[40k€+]; [900+€]
ID_627;M;Private;Pickup;no;3;1.0;z_Highly Rural/ Rural;17/02/2022 09:12;dev_premium;17;non;non;[20k€, 40k€]; [500-800€]
ID_628;F;Private;Minivan;no;2;11.0;Highly Urban/ Urban;16/04/2022 00:49;dev_express;65;non;non;[40k€+]; [200-300€]
ID_629;M;Private;Minivan;no;0;13.0;Highly Urban/ Urban;14/04/2022 05:42;dev_express;13;non;non;[40k€+]; [200-300€]
ID_630;M;Commercial;Minivan;yes;0;9.0;Highly Urban/ Urban;26/04/2022 08:50;dev_premium;39;non;non;[40k€+]; [900+€]
ID_631;M;Private;Sports Car;no;4;1.0;Highly Urban/ Urban;24/04/2022 02:36;dev_integral;47;non;non;[40k€+]; [200-300€]
ID_632;M;Private;Pickup;yes;0;8.0;Highly Urban/ Urban;03/03/2022 12:44;dev_integral;20;non;non;[40k€+]; [900+€]
ID_633;M;Private;Minivan;yes;1;15.0;Highly Urban/ Urban;18/03/2022 03:03;dev_integral;5;non;non;[40k€+]; [900+€]
ID_634;F;Private;Sports Car;no;2;8.0;Highly Urban/ Urban;28/04/2022 02:43;dev_integral;94;non;non;[40k€+]; [200-300€]
ID_635;F;Commercial;Van;no;1;7.0;Highly Urban/ Urban;22/03/2022 08:53;dev_express;18;oui;non;[40k€+]; [200-300€]
ID_636;F;Commercial;Pickup;no;4;10.0;Highly Urban/ Urban;08/02/2022 19:17;dev_integral;22;oui;oui;[40k€+]; [900+€]
ID_637;F;Commercial;Panel Truck;no;0;0;z_Highly Rural/ Rural;08/02/2022 07:38;dev_integral;28;non;non;[40k€+]; [900+€]
ID_638;F;Private;z_SUV;no;0;1.0;z_Highly Rural/ Rural;07/02/2022 21:25;dev_integral;68;non;non;[20k€, 40k€]; [200-300€]
ID_639;F;Commercial;Pickup;no;2;1.0;Highly Urban/ Urban;22/03/2022 09:48;dev_express;74;oui;non;[40k€+]; [200-300€]
ID_640;F;Commercial;Pickup;no;1;1.0;Highly Urban/ Urban;13/04/2022 20:56;dev_premium;85;non;non;[20k€, 40k€]; [900+€]
ID_641;M;Private;Sports Car;no;4;1.0;Highly Urban/ Urban;16/02/2022 18:11;dev_premium;68;oui;oui;[0, 20k€]; [900+€]
ID_642;F;Private;Minivan;yes;0;7.0;Highly Urban/ Urban;01/03/2022 17:16;dev_integral;16;non;non;[0, 20k€]; [900+€]
ID_643;F;Private;z_SUV;no;0;1.0;z_Highly Rural/ Rural;17/01/2022 23:45;dev_integral;32;non;non;[20k€, 40k€]; [200-300€]
ID_644;M;Private;Minivan;yes;2;7.0;z_Highly Rural/ Rural;21/05/2022 16:11;dev_integral;58;oui;oui;[0, 20k€]; [900+€]
ID_645;F;Private;Minivan;no;6;17.0;Highly Urban/ Urban;17/04/2022 06:36;dev_premium;49;non;non;[40k€+]; [900+€]
ID_646;F;Private;z_SUV;no;0;1.0;Highly Urban/ Urban;13/02/2022 20:08;dev_integral;20;non;non;[40k€+]; [900+€]
ID_647;M;Private;Minivan;no;0;25.0;Highly Urban/ Urban;08/03/2022 23:49;dev_express;74;oui;non;[40k€+]; [200-300€]
ID_648;M;Commercial;Minivan;no;1;9.0;z_Highly Rural/ Rural;01/05/2022 01:21;dev_integral;59;non;non;[40k€+]; [900+€]
ID_649;M;Commercial;Pickup;no;0;16.0;Highly Urban/ Urban;10/02/2022 01:30;dev_integral;29;non;non;[40k€+]; [900+€]
ID_650;F;Private;Sports Car;no;0;0;Highly Urban/ Urban;17/03/2022 21:10;dev_integral;30;oui;non;[40k€+]; [900+€]
ID_651;M;Commercial;z_SUV;no;1;8.0;z_Highly Rural/ Rural;10/02/2022 16:25;dev_premium;65;non;non;[20k€, 40k€]; [900+€]
ID_652;F;Private;z_SUV;no;0;1.0;Highly Urban/ Urban;16/01/2022 23:49;dev_integral;60;non;non;[40k€+]; [900+€]
ID_653;M;Commercial;Minivan;no;6;1.0;Highly Urban/ Urban;05/01/2022 00:48;dev_integral;69;oui;non;[40k€+]; [200-300€]
ID_654;F;Commercial;Panel Truck;no;0;18.0;Highly Urban/ Urban;11/01/2022 17:35;dev_vip;42;oui;oui;[40k€+]; [500-800€]
ID_655;M;Commercial;z_SUV;no;0;1.0;Highly Urban/ Urban;11/03/2022 05:31;dev_integral;56;oui;non;[40k€+]; [900+€]
ID_656;F;Private;z_SUV;no;0;1.0;z_Highly Rural/ Rural;10/01/2022 23:47;dev_integral;77;non;non;[20k€, 40k€]; [900+€]
ID_657;M;Commercial;Van;yes;1;1.0;Highly Urban/ Urban;15/05/2022 02:01;dev_integral;56;oui;oui;[20k€, 40k€]; [200-300€]
ID_658;F;Private;z_SUV;no;2;6.0;z_Highly Rural/ Rural;03/01/2022 03:03;dev_integral;72;oui;oui;[0, 20k€]; [900+€]
ID_659;F;Private;Minivan;yes;1;11.0;Highly Urban/ Urban;22/01/2022 15:37;dev_integral;74;non;non;[40k€+]; [900+€]
ID_660;F;Commercial;Pickup;no;1;4.0;Highly Urban/ Urban;03/04/2022 02:13;dev_premium;80;non;non;[20k€, 40k€]; [900+€]
ID_661;F;Commercial;Pickup;yes;4;14.0;z_Highly Rural/ Rural;15/03/2022 03:15;dev_integral;28;non;non;[20k€, 40k€]; [900+€]
ID_662;M;Private;Van;no;2;22.0;z_Highly Rural/ Rural;11/05/2022 04:46;dev_vip;76;non;non;[0, 20k€]; [500-800€]
ID_663;M;Private;Minivan;no;5;16.0;Highly Urban/ Urban;20/02/2022 07:23;dev_premium;53;oui;non;[40k€+]; [500-800€]
ID_664;M;Private;Sports Car;no;0;6.0;Highly Urban/ Urban;07/03/2022 13:13;dev_integral;46;non;non;[20k€, 40k€]; [900+€]
ID_665;M;Commercial;Pickup;yes;4;18.0;Highly Urban/ Urban;11/04/2022 09:32;dev_integral;44;oui;oui;[40k€+]; [900+€]
ID_666;M;Private;z_SUV;no;0;1.0;Highly Urban/ Urban;21/01/2022 11:49;dev_premium;77;oui;oui;[0, 20k€]; [500-800€]
ID_667;M;Private;Minivan;yes;0;12.0;Highly Urban/ Urban;22/03/2022 17:47;dev_integral;7;non;non;[40k€+]; [900+€]
ID_668;F;Commercial;Minivan;no;4;13.0;Highly Urban/ Urban;11/04/2022 05:16;dev_integral;53;non;non;[40k€+]; [900+€]
ID_669;F;Private;z_SUV;no;2;1.0;Highly Urban/ Urban;17/01/2022 13:39;dev_integral;11;non;non;[20k€, 40k€]; [900+€]
ID_670;M;Private;z_SUV;no;4;15.0;Highly Urban/ Urban;08/04/2022 10:46;dev_integral;24;oui;oui;[40k€+]; [900+€]
ID_671;F;Commercial;z_SUV;no;3;8.0;z_Highly Rural/ Rural;10/05/2022 07:15;dev_express;22;oui;non;[0, 20k€]; [200-300€]
ID_672;M;Private;z_SUV;no;1;1.0;z_Highly Rural/ Rural;23/02/2022 18:30;dev_integral;39;oui;non;[0, 20k€]; [200-300€]
ID_673;M;Private;Pickup;no;1;1.0;z_Highly Rural/ Rural;02/04/2022 18:10;dev_express;68;oui;non;[40k€+]; [200-300€]
ID_674;F;Commercial;Pickup;no;1;6.0;Highly Urban/ Urban;15/02/2022 10:36;dev_integral;46;non;non;[40k€+]; [200-300€]
ID_675;M;Commercial;Minivan;yes;0;1.0;z_Highly Rural/ Rural;08/01/2022 08:43;dev_express;81;non;non;[20k€, 40k€]; [200-300€]
ID_676;M;Commercial;Pickup;no;4;16.0;Highly Urban/ Urban;24/03/2022 03:47;dev_integral;87;oui;non;[40k€+]; [900+€]
ID_677;F;Commercial;z_SUV;no;5;11.0;Highly Urban/ Urban;24/05/2022 19:47;dev_integral;66;oui;non;[40k€+]; [200-300€]
ID_678;F;Private;Minivan;yes;5;15.0;Highly Urban/ Urban;17/01/2022 11:38;dev_integral;34;non;non;[40k€+]; [200-300€]
ID_679;M;Commercial;z_SUV;no;3;1.0;Highly Urban/ Urban;17/03/2022 13:43;dev_integral;71;oui;oui;[40k€+]; [200-300€]
ID_680;M;Private;Minivan;yes;0;1.0;z_Highly Rural/ Rural;18/03/2022 08:18;dev_integral;27;non;non;[40k€+]; [900+€]
ID_681;F;Commercial;Van;no;1;5.0;Highly Urban/ Urban;05/01/2022 16:14;dev_express;12;oui;oui;[20k€, 40k€]; [200-300€]
ID_682;M;Commercial;Van;yes;0;5.0;Highly Urban/ Urban;13/05/2022 22:19;dev_premium;23;non;non;[40k€+]; [900+€]
ID_683;M;Private;z_SUV;no;0;8.0;z_Highly Rural/ Rural;14/01/2022 17:48;dev_express;72;non;non;[20k€, 40k€]; [200-300€]
ID_684;F;Private;Minivan;yes;1;1.0;Highly Urban/ Urban;16/01/2022 03:47;dev_premium;70;non;non;[20k€, 40k€]; [900+€]
ID_685;F;Commercial;z_SUV;no;1;6.0;Highly Urban/ Urban;13/04/2022 12:18;dev_integral;37;oui;non;[20k€, 40k€]; [900+€]
ID_686;F;Private;z_SUV;no;0;11.0;Highly Urban/ Urban;09/03/2022 00:05;dev_express;5;non;non;[40k€+]; [200-300€]
ID_687;M;Private;Minivan;yes;0;1.0;Highly Urban/ Urban;15/03/2022 22:50;dev_express;67;non;non;[40k€+]; [200-300€]
ID_688;M;Commercial;Van;yes;2;8.0;z_Highly Rural/ Rural;07/02/2022 07:14;dev_integral;66;non;non;[40k€+]; [900+€]
ID_689;M;Commercial;Minivan;no;0;3.0;Highly Urban/ Urban;08/03/2022 11:24;dev_express;79;non;non;[40k€+]; [200-300€]
ID_690;F;Commercial;Pickup;yes;0;5.0;Highly Urban/ Urban;07/01/2022 08:04;dev_premium;29;oui;non;[0, 20k€]; [900+€]
ID_691;M;Private;Minivan;no;0;15.0;Highly Urban/ Urban;13/04/2022 05:45;dev_premium;48;non;non;[20k€, 40k€]; [900+€]
ID_692;M;Private;Minivan;no;0;20.0;Highly Urban/ Urban;30/05/2022 04:03;dev_integral;81;non;non;[20k€, 40k€]; [900+€]
ID_693;F;Commercial;Pickup;yes;4;8.0;Highly Urban/ Urban;10/03/2022 05:51;dev_premium;7;non;non;[40k€+]; [900+€]
ID_694;F;Private;z_SUV;no;1;8.0;Highly Urban/ Urban;02/05/2022 04:51;dev_express;42;non;non;[40k€+]; [200-300€]
ID_695;F;Private;Pickup;yes;2;1.0;Highly Urban/ Urban;04/05/2022 19:49;dev_express;52;non;non;[20k€, 40k€]; [200-300€]
ID_696;M;Private;Minivan;no;2;12.0;Highly Urban/ Urban;17/05/2022 09:44;dev_express;8;non;non;[0, 20k€]; [200-300€]
ID_697;M;Private;Minivan;yes;0;11.0;Highly Urban/ Urban;25/04/2022 12:32;dev_express;53;non;non;[40k€+]; [200-300€]
ID_698;M;Private;Minivan;no;1;10.0;z_Highly Rural/ Rural;11/05/2022 08:01;dev_express;36;non;non;[40k€+]; [200-300€]
ID_699;M;Private;z_SUV;no;1;12.0;Highly Urban/ Urban;05/02/2022 16:47;dev_integral;52;oui;non;[40k€+]; [200-300€]
ID_700;F;Private;Minivan;no;6;1.0;z_Highly Rural/ Rural;03/03/2022 08:35;dev_express;62;oui;non;[0, 20k€]; [200-300€]
ID_701;M;Private;z_SUV;no;0;5.0;z_Highly Rural/ Rural;18/05/2022 20:23;dev_integral;61;oui;oui;[20k€, 40k€]; [900+€]
ID_702;F;Commercial;Minivan;yes;0;9.0;z_Highly Rural/ Rural;25/02/2022 18:38;dev_integral;42;non;non;[40k€+]; [900+€]
ID_703;M;Commercial;Panel Truck;no;5;5.0;Highly Urban/ Urban;18/01/2022 19:21;dev_vip;80;non;non;[20k€, 40k€]; [500-800€]
ID_704;F;Private;Minivan;no;3;7.0;Highly Urban/ Urban;08/05/2022 19:44;dev_premium;58;non;non;[0, 20k€]; [500-800€]
ID_705;M;Private;z_SUV;no;0;5.0;Highly Urban/ Urban;19/02/2022 06:28;dev_express;66;oui;non;[40k€+]; [200-300€]
ID_706;F;Commercial;Pickup;yes;6;3.0;Highly Urban/ Urban;10/01/2022 07:16;dev_express;7;non;non;[0, 20k€]; [200-300€]
ID_707;F;Commercial;Minivan;no;1;1.0;z_Highly Rural/ Rural;30/03/2022 01:16;dev_express;72;non;non;[40k€+]; [200-300€]
ID_708;F;Private;Van;yes;1;0;Highly Urban/ Urban;07/05/2022 20:16;dev_express;22;oui;oui;[40k€+]; [200-300€]
ID_709;F;Private;Minivan;yes;0;1.0;Highly Urban/ Urban;20/05/2022 20:22;dev_express;13;non;non;[20k€, 40k€]; [200-300€]
ID_710;F;Commercial;Van;yes;3;21.0;Highly Urban/ Urban;07/05/2022 13:12;dev_integral;52;non;non;[40k€+]; [900+€]
ID_711;M;Commercial;z_SUV;no;0;1.0;Highly Urban/ Urban;04/04/2022 10:38;dev_premium;72;non;non;[40k€+]; [900+€]
ID_712;F;Private;Sports Car;no;0;10.0;Highly Urban/ Urban;04/03/2022 16:27;dev_express;17;non;non;[40k€+]; [200-300€]
ID_713;M;Commercial;Panel Truck;yes;1;0;Highly Urban/ Urban;11/02/2022 02:39;dev_integral;71;non;non;[0, 20k€]; [200-300€]
ID_714;F;Commercial;z_SUV;no;0;7.0;Highly Urban/ Urban;31/03/2022 21:08;dev_premium;86;oui;oui;[0, 20k€]; [900+€]
ID_715;F;Private;Van;no;0;1.0;Highly Urban/ Urban;26/01/2022 05:48;dev_express;70;non;non;[40k€+]; [200-300€]
ID_716;M;Commercial;Sports Car;no;2;1.0;Highly Urban/ Urban;13/02/2022 02:19;dev_integral;82;oui;oui;[0, 20k€]; [900+€]
ID_717;M;Private;Pickup;no;0;17.0;Highly Urban/ Urban;15/01/2022 14:58;dev_premium;7;non;non;[40k€+]; [900+€]
ID_718;M;Commercial;Panel Truck;no;0;9.0;Highly Urban/ Urban;23/02/2022 06:59;dev_integral;25;non;non;[40k€+]; [900+€]
ID_719;F;Private;z_SUV;no;0;15.0;Highly Urban/ Urban;21/03/2022 16:57;dev_integral;24;oui;non;[40k€+]; [900+€]
ID_720;M;Private;Sports Car;no;0;11.0;Highly Urban/ Urban;29/04/2022 21:33;dev_integral;31;non;non;[40k€+]; [200-300€]
ID_721;M;Private;z_SUV;no;0;9.0;z_Highly Rural/ Rural;07/03/2022 01:05;dev_express;60;non;non;[0, 20k€]; [200-300€]
ID_722;M;Private;z_SUV;no;0;5.0;Highly Urban/ Urban;29/05/2022 02:01;dev_express;74;oui;non;[0, 20k€]; [200-300€]
ID_723;M;Private;Minivan;yes;2;1.0;Highly Urban/ Urban;10/03/2022 20:21;dev_express;54;oui;non;[0, 20k€]; [200-300€]
ID_724;M;Private;Minivan;yes;2;11.0;Highly Urban/ Urban;08/02/2022 03:10;dev_express;62;oui;non;[0, 20k€]; [200-300€]
ID_725;F;Commercial;Van;no;8;11.0;Highly Urban/ Urban;11/04/2022 13:50;dev_integral;19;non;non;[40k€+]; [900+€]
ID_726;M;Private;Van;no;0;9.0;Highly Urban/ Urban;26/05/2022 21:07;dev_integral;87;non;non;[0, 20k€]; [200-300€]
ID_727;M;Commercial;z_SUV;no;4;6.0;Highly Urban/ Urban;18/04/2022 15:10;dev_express;4;oui;oui;[40k€+]; [200-300€]
ID_728;F;Commercial;Pickup;no;0;17.0;Highly Urban/ Urban;19/02/2022 13:54;dev_express;4;non;non;[40k€+]; [200-300€]
ID_729;F;Commercial;Sports Car;no;3;9.0;Highly Urban/ Urban;12/04/2022 01:15;dev_integral;31;non;non;[40k€+]; [900+€]
ID_730;M;Commercial;Pickup;no;0;3.0;z_Highly Rural/ Rural;17/04/2022 18:55;dev_integral;66;oui;non;[20k€, 40k€]; [900+€]
ID_731;M;Private;Minivan;yes;4;7.0;Highly Urban/ Urban;23/03/2022 15:44;dev_integral;69;oui;non;[0, 20k€]; [900+€]
ID_732;M;Private;z_SUV;no;4;14.0;Highly Urban/ Urban;05/02/2022 20:30;dev_integral;40;non;non;[40k€+]; [200-300€]
ID_733;F;Private;Minivan;no;0;0;Highly Urban/ Urban;26/03/2022 22:33;dev_premium;61;oui;non;[40k€+]; [900+€]
ID_734;F;Commercial;Van;no;3;10.0;Highly Urban/ Urban;18/04/2022 16:02;dev_integral;42;non;non;[40k€+]; [900+€]
ID_735;M;Private;Minivan;yes;1;1.0;Highly Urban/ Urban;01/03/2022 15:06;dev_integral;17;non;non;[0, 20k€]; [200-300€]
ID_736;M;Commercial;Sports Car;no;0;1.0;Highly Urban/ Urban;30/01/2022 08:56;dev_integral;16;non;non;[40k€+]; [200-300€]
ID_737;F;Private;z_SUV;no;6;1.0;z_Highly Rural/ Rural;02/02/2022 16:00;dev_express;11;oui;non;[0, 20k€]; [200-300€]
ID_738;M;Commercial;Minivan;yes;0;6.0;Highly Urban/ Urban;08/04/2022 12:42;dev_integral;58;oui;oui;[40k€+]; [900+€]
ID_739;F;Commercial;Panel Truck;yes;4;1.0;Highly Urban/ Urban;01/04/2022 19:14;dev_express;66;non;non;[40k€+]; [200-300€]
ID_740;M;Private;z_SUV;no;0;1.0;Highly Urban/ Urban;07/01/2022 22:44;dev_premium;22;non;non;[40k€+]; [900+€]
ID_741;F;Private;z_SUV;no;3;14.0;Highly Urban/ Urban;06/05/2022 19:34;dev_integral;62;oui;non;[40k€+]; [200-300€]
ID_742;M;Private;Van;yes;2;9.0;Highly Urban/ Urban;26/05/2022 22:28;dev_premium;19;non;non;[40k€+]; [500-800€]
ID_743;M;Private;z_SUV;no;0;1.0;z_Highly Rural/ Rural;09/03/2022 14:05;dev_integral;66;oui;non;[0, 20k€]; [900+€]
ID_744;M;Private;Van;no;3;10.0;Highly Urban/ Urban;04/02/2022 19:11;dev_integral;58;oui;oui;[40k€+]; [900+€]
